id,Gender,Own_car,Own_property,Work_phone,Phone,Email,Unemployed,Num_children,Num_family,Account_length,Total_income,Age,Years_employed,Income_type,Education_type,Family_status,Housing_type,Occupation_type,Target
1952,1,1,1,0,0,0,1,0,2,2,225000.0,65.43323956001834,0.0,Pensioner,Higher education,Married,House / apartment,Other,0
1953,0,0,0,0,0,0,0,0,2,54,90000.0,48.51297425682937,9.426613825061432,Working,Secondary / secondary special,Civil marriage,House / apartment,Low-skill Laborers,1
1954,1,1,0,1,1,0,0,0,2,40,315000.0,49.86823822528868,14.264495506410125,Commercial associate,Secondary / secondary special,Married,House / apartment,Laborers,0
1955,0,0,0,0,0,0,0,0,1,38,81000.0,49.09614844931792,4.024723300273106,Commercial associate,Secondary / secondary special,Separated,House / apartment,Sales staff,1
1956,1,0,1,1,1,0,0,0,2,29,180000.0,32.60299663921915,1.6317925761651506,Working,Secondary / secondary special,Married,House / apartment,Laborers,0
1957,0,0,1,1,1,0,0,0,2,4,67500.0,28.30448263824719,6.899525657611039,Working,Secondary / secondary special,Married,Office apartment,Core staff,0
1958,0,1,0,0,0,0,0,0,2,26,112500.0,38.330698097839104,6.535384025681568,Working,Secondary / secondary special,Married,House / apartment,Sales staff,0
1959,1,0,1,0,0,0,1,0,2,20,31500.0,61.77813370568869,0.0,Pensioner,Secondary / secondary special,Married,House / apartment,Other,0
1960,0,0,1,0,0,0,0,0,2,59,90000.0,46.8127340054895,2.7954030541352664,Working,Secondary / secondary special,Married,House / apartment,Core staff,1
1961,0,0,1,1,1,0,0,1,3,39,81000.0,43.119297453062,17.432253913495828,Working,Secondary / secondary special,Married,Municipal apartment,Cleaning staff,0
1962,1,1,1,0,0,1,0,0,1,14,270000.0,36.06371109605262,3.2717988733512664,Working,Secondary / secondary special,Single / not married,House / apartment,Managers,0
1963,0,0,1,0,1,0,0,1,3,18,270000.0,36.69890552167396,1.618103041130208,Commercial associate,Higher education,Married,House / apartment,Managers,0
1964,0,0,1,0,0,0,1,0,2,47,135000.0,59.26747298028023,0.0,Pensioner,Secondary / secondary special,Married,House / apartment,Other,0
1965,0,0,1,0,0,0,0,2,4,9,121500.0,29.09026194925289,4.928232612579314,Working,Secondary / secondary special,Civil marriage,House / apartment,Sales staff,1
1966,0,0,1,0,1,0,1,0,1,50,315000.0,62.57212673771535,0.0,Pensioner,Secondary / secondary special,Widow,House / apartment,Other,0
1967,0,0,0,0,0,0,0,0,2,24,135000.0,37.82966111556021,7.597691944393109,Working,Secondary / secondary special,Married,House / apartment,Sales staff,0
1968,1,1,1,0,0,0,0,0,1,41,180000.0,29.53927869839901,4.65991772589444,Working,Incomplete higher,Single / not married,House / apartment,Laborers,0
1969,1,0,0,0,1,0,0,0,2,30,180000.0,57.92042273284188,0.355927910908506,Commercial associate,Lower secondary,Married,House / apartment,Drivers,0
1970,1,0,1,0,0,0,0,0,2,46,135000.0,55.3659554953216,0.5968637275234947,Working,Higher education,Married,House / apartment,Laborers,0
1971,0,1,0,1,1,0,0,0,2,57,382500.0,42.25959465286761,10.855801282709432,Working,Higher education,Married,House / apartment,Other,0
1972,1,1,1,0,0,1,0,0,1,7,225000.0,27.4694210011157,0.6105532625584372,Commercial associate,Incomplete higher,Single / not married,With parents,Managers,0
1973,0,1,1,1,0,0,0,0,1,10,360000.0,29.013600553057216,1.5715586220114033,Working,Secondary / secondary special,Separated,House / apartment,Medicine staff,0
1974,0,0,0,0,0,0,1,0,1,50,90000.0,66.16426073088428,0.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,Other,0
1975,1,1,0,0,0,0,0,1,3,22,315000.0,24.901264228560475,2.535301888471358,State servant,Higher education,Married,Municipal apartment,Core staff,0
1976,1,1,0,1,0,0,0,0,2,50,166500.0,49.89561729535856,12.54782781302833,Working,Secondary / secondary special,Married,House / apartment,Core staff,0
1977,0,0,1,0,0,0,1,0,2,1,157500.0,60.860934858347534,0.0,Pensioner,Secondary / secondary special,Married,House / apartment,Other,0
1978,1,1,0,0,0,0,0,1,2,17,270000.0,36.75640156882071,8.605241722964879,Working,Secondary / secondary special,Separated,House / apartment,Drivers,0
1979,0,1,0,0,0,1,0,1,3,36,85500.0,27.49953797819257,2.658507703785841,State servant,Higher education,Married,House / apartment,Accountants,0
1980,0,0,1,0,1,0,0,0,1,30,148500.0,27.17098913735395,5.010369822788969,Working,Incomplete higher,Single / not married,House / apartment,Medicine staff,1
1981,0,1,0,0,0,0,1,0,1,22,180000.0,64.62281908594974,0.0,Pensioner,Higher education,Separated,House / apartment,Other,0
1982,0,0,1,0,0,0,1,0,1,59,225000.0,62.80484883330938,0.0,Pensioner,Secondary / secondary special,Widow,House / apartment,Other,0
1983,0,1,1,0,1,0,0,0,2,43,180000.0,42.221263954769775,3.280012594372232,Commercial associate,Secondary / secondary special,Married,House / apartment,Laborers,0
1984,1,0,0,1,1,0,0,0,1,19,171000.0,31.787100351136573,0.4544925631600922,Commercial associate,Incomplete higher,Single / not married,House / apartment,High skill tech staff,0
1985,0,1,0,0,0,0,0,0,2,6,202500.0,39.20682834007543,2.269724908793473,Commercial associate,Secondary / secondary special,Married,Municipal apartment,High skill tech staff,0
1986,1,1,1,0,0,0,0,0,1,9,405000.0,32.630375709289034,0.7939930320266672,Working,Secondary / secondary special,Single / not married,House / apartment,Drivers,0
1987,0,0,0,0,0,0,0,0,2,50,135000.0,43.82841536787203,0.4298514000971957,Commercial associate,Secondary / secondary special,Married,House / apartment,Cooking staff,0
1988,0,0,0,0,0,0,0,0,2,1,180000.0,27.236698905521678,1.9274865329199091,Working,Higher education,Married,House / apartment,Accountants,0
1989,0,1,1,0,0,0,0,3,5,24,90000.0,28.353764964372985,6.343730535192372,Working,Higher education,Married,House / apartment,Medicine staff,0
1990,1,1,1,0,0,0,0,0,2,8,315000.0,42.84003093834918,6.883098215569108,Commercial associate,Incomplete higher,Married,House / apartment,High skill tech staff,0
1991,0,0,0,0,0,0,0,0,2,31,121500.0,59.103198559860914,13.714176198005434,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,Laborers,0
1992,0,0,1,0,0,1,0,0,1,27,180000.0,49.13174124040877,4.6078974927616585,Commercial associate,Higher education,Single / not married,House / apartment,HR staff,1
1993,0,1,0,0,1,0,0,0,2,29,202500.0,40.81945556719166,22.130502337488107,Working,Secondary / secondary special,Married,House / apartment,Medicine staff,0
1994,1,1,1,0,0,0,0,2,4,7,157500.0,37.06030924659644,5.727701458619958,Commercial associate,Higher education,Married,House / apartment,Core staff,0
1995,1,0,0,1,0,0,0,0,1,38,90000.0,31.814479421206457,2.7214795649465766,Working,Higher education,Single / not married,With parents,Laborers,0
1996,1,0,1,0,0,0,0,1,3,2,175500.0,29.889730795293534,1.0321909416346673,Working,Secondary / secondary special,Married,Rented apartment,Sales staff,0
1997,0,0,1,0,0,0,0,0,2,24,87750.0,54.36114362375682,2.4449509572407373,Working,Secondary / secondary special,Married,House / apartment,Cleaning staff,0
1998,0,0,1,0,0,0,0,0,1,18,315000.0,41.76950929861667,9.01045195999918,Working,Secondary / secondary special,Separated,House / apartment,Laborers,0
1999,1,1,0,1,0,0,0,2,4,41,337500.0,32.33468175253427,4.5504014456149,Working,Higher education,Single / not married,House / apartment,Other,1
2000,0,0,0,1,0,0,0,0,2,1,216000.0,38.12261716530798,7.0993928691212,Working,Secondary / secondary special,Married,House / apartment,Medicine staff,0
2001,1,1,0,0,0,0,0,0,2,1,126000.0,23.808839332772063,0.4709200052020233,Working,Secondary / secondary special,Married,House / apartment,Laborers,0
2002,1,1,0,0,0,0,0,0,1,15,225000.0,47.83944913311019,7.203433335386763,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,Managers,0
2003,1,1,1,0,0,0,0,0,1,50,202500.0,45.14808654524049,1.7632121125005988,Commercial associate,Secondary / secondary special,Separated,House / apartment,Other,0
2004,1,1,1,0,0,0,0,2,4,8,270000.0,43.77365722773226,2.7105279369186226,Commercial associate,Higher education,Married,House / apartment,Other,0
2005,1,1,1,0,0,0,0,1,3,30,427500.0,41.18907301313511,4.739317029097107,Working,Secondary / secondary special,Married,House / apartment,Managers,0
2006,0,1,0,1,0,0,0,2,4,12,135000.0,23.86633537991882,5.0842933119776585,Working,Secondary / secondary special,Married,House / apartment,Core staff,0
2007,0,1,0,0,1,0,0,0,2,31,121500.0,54.51720432315516,13.615611545753849,State servant,Higher education,Married,House / apartment,Other,0
2008,1,1,0,0,1,0,0,0,2,56,225000.0,40.61411254166752,10.43963941764718,Working,Secondary / secondary special,Married,House / apartment,Sales staff,0
2009,1,0,1,0,0,0,0,1,2,51,180000.0,35.447682019480204,0.3750932599574255,Working,Secondary / secondary special,Single / not married,House / apartment,Laborers,1
2010,1,1,1,1,1,0,0,0,2,46,67500.0,44.72918677317125,7.466272408057661,Working,Secondary / secondary special,Married,House / apartment,Other,0
2011,0,0,1,0,0,0,0,2,4,19,135000.0,39.24515903817327,1.029453034627679,Commercial associate,Higher education,Married,With parents,Core staff,0
2012,0,1,1,0,0,1,0,1,3,40,225000.0,37.36969273838614,4.043888649322025,State servant,Secondary / secondary special,Married,House / apartment,Medicine staff,0
2013,0,0,1,0,0,0,1,0,1,52,67500.0,60.6309506697605,0.0,Pensioner,Lower secondary,Single / not married,House / apartment,Other,0
2014,0,0,0,0,1,0,1,0,2,25,90000.0,63.82608814691609,0.0,Pensioner,Secondary / secondary special,Married,House / apartment,Other,0
2015,0,0,0,0,0,0,0,1,3,17,387000.0,41.670944646365086,1.990458394080645,Commercial associate,Higher education,Married,House / apartment,Other,0
2016,0,0,1,0,0,1,0,1,3,27,180000.0,33.64340130187478,4.47647795642621,Working,Higher education,Married,House / apartment,Core staff,0
2017,0,1,0,0,0,0,0,0,1,30,342000.0,33.440796183357634,10.423211975605248,State servant,Higher education,Single / not married,House / apartment,Core staff,0
2018,0,0,1,1,0,0,0,0,1,45,112500.0,56.33791248280252,35.62017016092048,State servant,Secondary / secondary special,Single / not married,House / apartment,Core staff,0
2019,1,1,1,0,0,0,0,0,2,1,270000.0,54.09009083006496,5.848169366927452,Working,Higher education,Married,House / apartment,Laborers,0
2020,0,0,1,0,0,0,1,0,2,18,74700.0,60.96223741760611,0.0,Pensioner,Secondary / secondary special,Married,House / apartment,Other,0
2021,0,0,1,1,0,0,0,2,4,26,225000.0,35.80360993038872,14.76827039569601,State servant,Secondary / secondary special,Married,House / apartment,Medicine staff,0
2022,0,0,1,0,0,0,0,0,1,41,180000.0,42.421131166279935,24.19762212776443,Working,Higher education,Single / not married,House / apartment,Other,1
2023,0,0,0,1,0,0,0,1,3,19,157500.0,32.761795245624484,5.798887040801659,Working,Lower secondary,Civil marriage,House / apartment,Other,0
2024,0,1,1,0,0,0,1,0,2,8,211500.0,55.4617822405662,0.0,Pensioner,Secondary / secondary special,Married,House / apartment,Other,0
2025,0,0,1,0,0,0,0,0,2,53,112500.0,49.909306830393504,6.048036578437613,State servant,Secondary / secondary special,Married,House / apartment,Core staff,0
2026,1,0,1,0,0,0,0,0,2,27,360000.0,49.56706845451994,3.6058235282038646,Working,Secondary / secondary special,Married,House / apartment,Drivers,0
2027,0,1,0,0,0,0,0,0,2,11,112500.0,44.39516211831865,9.766114293928007,Working,Secondary / secondary special,Married,House / apartment,Sales staff,1
2028,0,0,0,1,0,0,0,2,4,29,180000.0,30.59884871010356,7.950881948294626,State servant,Secondary / secondary special,Married,Office apartment,Laborers,0
2029,1,0,0,0,0,0,0,0,2,12,202500.0,33.34770734512002,1.1088523378303456,Commercial associate,Incomplete higher,Civil marriage,With parents,Other,1
2030,1,1,1,1,1,0,0,2,4,21,225000.0,40.8577862652895,14.87778667597555,Working,Secondary / secondary special,Married,House / apartment,Other,0
2031,1,1,1,1,1,0,0,2,4,21,148500.0,44.94548142672334,4.101384696468784,Working,Higher education,Married,House / apartment,Drivers,0
2032,0,0,0,0,0,1,0,0,2,15,135000.0,26.062136799523604,1.4264495506410124,Working,Secondary / secondary special,Married,House / apartment,Laborers,0
2033,0,0,1,0,0,0,1,0,2,4,112500.0,63.67002744751775,0.0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,Other,0
2034,0,1,1,1,0,0,0,0,2,36,81000.0,36.11846923619239,5.716749830592004,Working,Secondary / secondary special,Married,House / apartment,Other,0
2035,1,1,1,0,0,0,0,0,2,35,90000.0,33.27652176293832,4.235542139811221,Working,Secondary / secondary special,Married,House / apartment,Core staff,0
2036,0,0,1,1,1,0,0,0,1,43,112500.0,44.074826998501,5.114410289054532,Working,Secondary / secondary special,Single / not married,House / apartment,Managers,0
2037,1,1,1,0,0,0,0,0,1,34,180000.0,32.82202919977823,6.831077982436327,Working,Lower secondary,Single / not married,House / apartment,Laborers,0
2038,0,0,1,0,1,0,0,0,2,17,112500.0,39.9761802090392,21.62946535520921,Working,Secondary / secondary special,Married,House / apartment,Laborers,0
2039,0,0,0,0,0,0,0,0,2,51,67500.0,51.99011615570477,0.4681820981950348,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,Laborers,0
2040,1,0,0,0,0,0,0,0,1,33,202500.0,40.44436230723424,0.4216376790762302,Working,Secondary / secondary special,Separated,House / apartment,Laborers,0
2041,1,0,1,1,1,0,0,2,4,6,180000.0,37.859778092637086,16.438393669958998,Working,Secondary / secondary special,Married,House / apartment,Laborers,0
2042,0,0,1,1,0,0,0,1,3,4,90000.0,25.37766004777648,1.401808387578116,Working,Secondary / secondary special,Civil marriage,House / apartment,Cooking staff,0
2043,0,0,1,0,0,0,0,0,2,13,225000.0,26.9683840188368,0.6735251237191728,Commercial associate,Higher education,Married,House / apartment,Other,0
2044,0,0,0,0,0,0,1,0,2,19,121500.0,58.7965529750782,0.0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,Other,0
2045,0,0,1,0,0,0,0,0,1,37,162000.0,55.01550339842707,9.549819640375915,Working,Higher education,Single / not married,House / apartment,Other,0
2046,0,0,0,0,0,0,0,0,2,3,211500.0,45.99409981039994,5.793411226787682,Working,Secondary / secondary special,Civil marriage,House / apartment,Sales staff,0
2047,0,0,0,0,1,0,0,0,2,43,225000.0,46.19944283592408,19.15165951388461,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,Core staff,0
2048,0,0,1,0,0,0,1,0,2,53,216000.0,63.28124465252537,0.0,Pensioner,Secondary / secondary special,Married,House / apartment,Other,0
2049,0,0,1,0,1,0,1,0,2,18,202500.0,63.541345818189285,0.0,Pensioner,Secondary / secondary special,Married,House / apartment,Other,0
2050,0,0,0,0,0,0,0,2,4,31,202500.0,36.81389761596747,7.447107059008741,Working,Secondary / secondary special,Married,House / apartment,Sales staff,1
2051,0,0,1,0,0,0,0,0,2,12,193500.0,50.352847765525645,6.382061233290211,Working,Secondary / secondary special,Married,House / apartment,Other,0
2052,0,1,1,0,0,0,0,0,1,10,180000.0,37.68728995119681,15.507505287582909,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,Drivers,0
2053,1,0,1,0,0,0,1,0,1,25,114750.0,58.22980622463158,0.0,Pensioner,Secondary / secondary special,Separated,House / apartment,Other,0
2054,0,0,1,0,1,0,0,0,2,50,180000.0,49.24947124170927,1.7248814144027598,Working,Secondary / secondary special,Civil marriage,House / apartment,Sales staff,0
2055,0,0,1,0,0,0,0,0,1,8,351000.0,47.73540866684463,11.455402917239915,State servant,Secondary / secondary special,Single / not married,House / apartment,Medicine staff,1
2056,1,1,1,0,0,1,0,0,2,47,225000.0,41.06860510482761,3.058242126806163,Commercial associate,Higher education,Married,House / apartment,Managers,0
2057,0,0,1,0,1,0,1,0,2,40,56250.0,65.27991676762699,0.0,Pensioner,Secondary / secondary special,Married,House / apartment,Other,0
2058,0,0,0,0,0,0,0,2,4,8,225000.0,33.522933393567286,6.464198443499867,Working,Secondary / secondary special,Married,With parents,Sales staff,1
2059,0,0,1,0,0,0,1,0,2,34,135000.0,57.24142179510873,0.0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,Other,0
2060,0,1,1,1,0,0,0,0,2,42,252000.0,35.726948534193035,17.51986693771946,State servant,Secondary / secondary special,Married,House / apartment,Medicine staff,0
2061,1,0,0,0,1,0,0,0,2,34,225000.0,33.62697385983285,1.1088523378303456,Commercial associate,Higher education,Civil marriage,House / apartment,Managers,0
2062,0,0,1,0,0,0,1,0,2,42,225000.0,57.46593016968178,0.0,Pensioner,Secondary / secondary special,Married,House / apartment,Other,1
2063,0,0,1,0,0,0,0,1,3,52,225000.0,29.03276590210613,6.499791234590717,Working,Higher education,Civil marriage,House / apartment,Sales staff,1
2064,0,1,1,0,0,0,0,0,2,15,180000.0,56.52135225227075,10.60391383806649,State servant,Secondary / secondary special,Married,House / apartment,Medicine staff,0
2065,0,0,0,1,0,0,0,0,2,8,135000.0,43.27262024545336,1.1855137340260238,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,Core staff,0
2066,1,1,0,1,0,0,0,1,3,36,202500.0,32.15671779708002,0.6324565186143453,Working,Incomplete higher,Married,House / apartment,Drivers,0
2067,1,1,0,1,0,0,0,1,3,23,112500.0,31.713176861947883,9.328049172809845,Working,Secondary / secondary special,Married,Rented apartment,Laborers,0
2068,1,1,1,1,0,0,0,0,2,26,173250.0,44.55396072472399,6.466936350506855,Working,Secondary / secondary special,Civil marriage,House / apartment,Drivers,0
2069,0,0,1,0,1,1,0,0,2,5,270000.0,48.4089337905638,15.46643668247808,Commercial associate,Secondary / secondary special,Married,House / apartment,Other,0
2070,0,0,1,0,1,0,0,2,4,25,180000.0,37.07673668863837,1.1608725709631271,Working,Secondary / secondary special,Married,House / apartment,Sales staff,0
2071,1,0,0,0,1,0,0,0,2,52,270000.0,29.38869381301464,6.874884494548143,Working,Higher education,Married,House / apartment,Other,1
2072,0,0,0,0,1,0,1,0,2,39,90000.0,56.11340410822946,0.0,Pensioner,Secondary / secondary special,Married,House / apartment,Other,1
2073,0,0,1,0,0,0,0,0,2,46,225000.0,38.56342019343313,2.844685380261059,Working,Secondary / secondary special,Married,House / apartment,Sales staff,0
2074,0,0,1,0,0,0,0,0,2,10,157500.0,28.299006824233214,2.69683840188368,Working,Higher education,Married,House / apartment,Core staff,0
2075,0,1,1,0,0,0,0,1,3,32,157500.0,32.44146012580683,7.597691944393109,Working,Higher education,Married,House / apartment,Sales staff,0
2076,0,0,1,0,0,0,0,0,1,51,126000.0,51.76560778113171,6.762630307261614,Commercial associate,Higher education,Single / not married,House / apartment,Sales staff,0
2077,0,1,1,0,0,1,0,0,2,13,427500.0,54.90051130413355,6.863932866520188,Working,Higher education,Married,House / apartment,Accountants,0
2078,0,0,1,0,0,1,0,2,4,1,157500.0,38.08428646721014,6.784533563317522,State servant,Secondary / secondary special,Married,House / apartment,Core staff,0
2079,0,0,1,1,0,0,0,0,2,8,135000.0,22.7766483911374,1.8864179278150817,Working,Higher education,Married,House / apartment,Other,0
2080,0,1,0,1,0,0,0,0,2,32,315000.0,25.153151673203418,0.3175972128106669,Commercial associate,Incomplete higher,Married,With parents,Core staff,0
2081,0,0,1,0,0,0,1,0,2,47,63000.0,58.7965529750782,0.0,Pensioner,Secondary / secondary special,Married,House / apartment,Other,1
2082,0,0,0,0,0,0,0,0,2,1,202500.0,33.43532036934366,12.208327344161756,State servant,Secondary / secondary special,Civil marriage,Municipal apartment,Other,0
2083,0,0,1,0,0,0,0,2,4,46,157500.0,31.143692204494275,10.384881277507407,Working,Secondary / secondary special,Married,House / apartment,Sales staff,0
2084,0,1,0,1,0,0,0,1,3,21,135000.0,43.67509257548068,1.051356290683587,Working,Secondary / secondary special,Married,House / apartment,Sales staff,1
2085,0,0,1,0,0,0,0,0,2,53,90000.0,57.99708412903755,3.0226493357153124,Working,Secondary / secondary special,Civil marriage,House / apartment,Cleaning staff,0
2086,1,1,1,0,0,0,0,2,4,41,337500.0,35.52981922968986,10.869490817744374,State servant,Secondary / secondary special,Married,Office apartment,Laborers,0
2087,0,0,0,0,1,0,0,0,2,16,315000.0,37.82966111556021,6.064464020479544,Commercial associate,Secondary / secondary special,Married,House / apartment,Laborers,0
2088,0,0,1,1,0,0,0,1,3,51,76500.0,37.11506738673621,1.5113246678576562,Working,Secondary / secondary special,Married,House / apartment,Medicine staff,0
2089,1,1,1,0,1,1,0,1,3,17,495000.0,46.02969260149079,0.194391397496184,Working,Higher education,Married,House / apartment,Managers,0
2090,1,1,1,0,0,0,0,2,4,6,270000.0,44.94274351971635,0.5996016345304832,Commercial associate,Secondary / secondary special,Married,House / apartment,Laborers,0
2091,0,0,0,0,0,0,0,1,3,11,72000.0,34.284071541510095,1.04588047666961,Working,Higher education,Married,House / apartment,High skill tech staff,1
2092,0,0,0,0,0,1,0,1,2,33,108000.0,34.46203549696435,9.927650807340328,Working,Secondary / secondary special,Widow,House / apartment,Sales staff,0
2093,1,0,0,0,0,0,0,0,2,35,225000.0,47.44519052410385,3.7208156224973816,Working,Secondary / secondary special,Married,House / apartment,Laborers,1
2094,0,0,1,0,0,0,0,1,2,19,103500.0,31.565329883570502,1.7823774615495185,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,Accountants,1
2095,1,0,1,0,0,0,1,0,2,53,67500.0,57.08809900271737,0.0,Pensioner,Secondary / secondary special,Married,House / apartment,Other,0
2096,0,0,1,0,0,0,0,0,1,16,189000.0,50.64306590826642,6.067201927486533,Working,Secondary / secondary special,Single / not married,House / apartment,Sales staff,0
2097,0,0,0,1,0,0,0,2,4,41,180000.0,40.48269300533208,2.6612456107928293,Commercial associate,Secondary / secondary special,Married,House / apartment,Sales staff,0
2098,1,1,1,0,0,0,0,0,2,56,112500.0,57.961491337946704,3.507258875952278,Working,Higher education,Married,House / apartment,Other,0
2099,0,0,1,0,0,1,0,0,1,3,180000.0,37.07399878163138,8.03575706551127,State servant,Secondary / secondary special,Single / not married,House / apartment,Medicine staff,0
2100,0,1,1,0,0,0,0,1,3,14,135000.0,39.32182043436895,9.347214521858763,Commercial associate,Secondary / secondary special,Married,With parents,Sales staff,0
2101,0,0,1,0,0,0,0,0,2,10,90000.0,52.86898430494808,4.043888649322025,Commercial associate,Secondary / secondary special,Married,House / apartment,Cleaning staff,1
2102,0,0,1,0,0,0,0,0,2,51,121500.0,49.1728098455136,4.89811563550244,Commercial associate,Secondary / secondary special,Married,House / apartment,Sales staff,0
2103,0,1,1,0,1,0,0,2,4,9,112500.0,35.66945248704628,0.2847423287268047,Working,Secondary / secondary special,Married,House / apartment,Sales staff,0
2104,1,0,0,1,0,0,0,1,3,25,166500.0,31.373676393081308,2.863850729309979,Working,Secondary / secondary special,Married,House / apartment,Core staff,0
2105,0,0,1,0,0,0,0,0,2,31,157500.0,46.32538655824555,5.259519360424923,Commercial associate,Secondary / secondary special,Married,House / apartment,Other,1
2106,1,1,1,0,1,1,0,1,3,16,450000.0,49.75598403800215,1.856300950738208,Pensioner,Secondary / secondary special,Married,House / apartment,Core staff,1
2107,0,0,1,0,0,0,1,0,1,7,49500.0,65.2306344415012,0.0,Pensioner,Secondary / secondary special,Single / not married,Municipal apartment,Other,0
2108,0,0,1,0,0,0,0,2,4,14,202500.0,29.36131474294476,8.416326139482672,Working,Higher education,Married,House / apartment,High skill tech staff,0
2109,0,1,1,0,0,0,0,1,2,51,180000.0,39.23146950313833,16.920265303188977,Commercial associate,Secondary / secondary special,Separated,House / apartment,Laborers,0
2110,1,1,1,0,1,0,0,0,2,46,252000.0,59.31127949239204,21.94432466101289,Working,Secondary / secondary special,Married,House / apartment,Core staff,0
2111,0,0,0,0,0,0,0,0,1,10,117000.0,62.20524719877889,2.51339863241545,Working,Secondary / secondary special,Widow,House / apartment,Cleaning staff,0
2112,0,0,0,0,0,0,0,0,2,33,67500.0,25.525507026153857,3.685222831406531,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,Other,0
2113,1,1,0,1,0,0,0,1,3,3,540000.0,38.58532344948904,1.9274865329199091,Working,Higher education,Married,House / apartment,Other,0
2114,0,1,1,0,0,0,0,1,3,18,315000.0,45.75042608677796,8.465608465608465,Commercial associate,Higher education,Married,House / apartment,Managers,0
2115,0,0,1,0,1,0,0,0,1,22,225000.0,40.53471323846485,4.961087496663176,Working,Secondary / secondary special,Separated,With parents,Sales staff,0
2116,1,1,1,0,1,0,0,0,2,24,225000.0,48.47738146573852,8.331451022266029,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,Laborers,0
2117,1,1,1,1,0,0,0,1,3,47,225000.0,31.29153918287165,8.665475677118627,State servant,Higher education,Married,House / apartment,Other,0
2118,0,0,0,0,0,0,0,1,3,40,90000.0,32.28539942640848,0.3449762828805519,Commercial associate,Incomplete higher,Civil marriage,House / apartment,Laborers,0
2119,1,1,1,0,0,0,0,0,2,14,292500.0,45.37533282682054,4.424457723293428,Working,Higher education,Civil marriage,House / apartment,Managers,0
2120,0,0,1,0,1,0,1,0,2,52,112500.0,62.068351848429465,0.0,Pensioner,Secondary / secondary special,Married,House / apartment,Other,0
2121,0,0,1,0,0,0,0,0,2,41,180000.0,51.6259745237753,19.521276959828057,Commercial associate,Secondary / secondary special,Married,House / apartment,Laborers,1
2122,0,0,1,0,0,0,0,0,2,30,180000.0,47.223420056537776,11.031027331156697,Commercial associate,Secondary / secondary special,Married,House / apartment,Other,0
2123,0,1,1,1,0,0,0,0,2,22,405000.0,41.01658487169483,1.875466299787128,Commercial associate,Higher education,Married,House / apartment,Laborers,0
2124,1,1,0,0,1,0,0,2,4,39,360000.0,32.81381547875726,0.928150475369104,Commercial associate,Higher education,Married,House / apartment,Sales staff,0
2125,1,0,1,1,1,0,0,0,2,33,126000.0,28.266151940149356,1.4045462945851044,Working,Secondary / secondary special,Married,House / apartment,Laborers,0
2126,0,0,1,0,1,0,1,0,2,15,135000.0,57.46593016968178,0.0,Pensioner,Secondary / secondary special,Married,House / apartment,Other,0
2127,0,1,1,0,0,0,1,0,2,7,135000.0,62.643312319897056,0.0,Pensioner,Secondary / secondary special,Married,House / apartment,Other,0
2128,1,0,1,1,0,1,0,0,2,15,135000.0,28.605652409015928,6.360157977234303,State servant,Secondary / secondary special,Married,Rented apartment,Other,0
2129,0,0,0,1,0,0,0,0,2,39,157500.0,43.527245597103295,4.596945864733704,Working,Higher education,Married,House / apartment,Accountants,0
2130,0,1,1,0,0,0,1,0,2,33,90000.0,67.91378330834993,0.0,Pensioner,Higher education,Married,House / apartment,Other,0
2131,1,1,0,0,0,0,0,1,2,56,157500.0,40.86599998631046,4.076743533405888,Working,Secondary / secondary special,Separated,House / apartment,Security staff,1
2132,0,0,0,0,0,0,0,0,2,13,180000.0,48.463691930703575,29.49547218628719,Working,Secondary / secondary special,Married,House / apartment,Medicine staff,0
2133,1,1,1,1,1,0,0,0,2,58,315000.0,57.71507970731774,11.96191571353279,Commercial associate,Secondary / secondary special,Married,House / apartment,High skill tech staff,0
2134,0,0,0,1,1,0,0,0,2,33,135000.0,26.439967966488016,4.271134930902072,Working,Secondary / secondary special,Civil marriage,House / apartment,Managers,0
2135,0,0,1,0,0,0,1,0,2,30,135000.0,58.11481413033806,0.0,Pensioner,Higher education,Married,House / apartment,Other,0
2136,0,0,0,1,0,0,0,0,2,47,130500.0,50.60747311717557,10.765450351478812,Working,Secondary / secondary special,Married,House / apartment,High skill tech staff,0
2137,0,1,0,0,0,0,0,1,3,38,90000.0,41.55869045907856,2.713265843925611,Working,Secondary / secondary special,Married,House / apartment,Laborers,0
2138,1,1,1,1,1,0,0,0,2,9,157500.0,59.88623996385962,12.84352176978309,Working,Higher education,Married,House / apartment,Laborers,0
2139,0,0,0,0,0,0,0,0,1,9,139500.0,44.36230723423479,19.43913974961841,Working,Higher education,Separated,House / apartment,Managers,0
2140,0,0,1,0,0,0,0,1,3,31,229500.0,30.62896568718044,4.84335749536267,State servant,Higher education,Married,House / apartment,Other,0
